Unnamed: 0,date,open,high,low,close,volume
0.0,2020-07-14 00:00:00+05:30,496.3,496.3,471.45,471.45,5732
1.0,2020-07-15 00:00:00+05:30,447.95,447.95,447.95,447.95,1077
2.0,2020-07-16 00:00:00+05:30,425.6,425.6,425.6,425.6,542
3.0,2020-07-17 00:00:00+05:30,404.3,404.3,404.3,404.3,879
4.0,2020-07-20 00:00:00+05:30,384.15,384.15,384.15,384.15,1328
5.0,2020-07-21 00:00:00+05:30,364.95,364.95,364.95,364.95,1424
6.0,2020-07-22 00:00:00+05:30,346.7,346.7,346.7,346.7,1283
7.0,2020-07-23 00:00:00+05:30,329.4,329.4,329.4,329.4,681
8.0,2020-07-24 00:00:00+05:30,312.95,312.95,312.95,312.95,1021
9.0,2020-07-27 00:00:00+05:30,297.35,297.35,297.35,297.35,2440
10.0,2020-07-28 00:00:00+05:30,282.5,282.5,282.5,282.5,7295
11.0,2020-07-29 00:00:00+05:30,268.45,268.45,268.45,268.45,3236
12.0,2020-07-30 00:00:00+05:30,255.05,255.05,255.05,255.05,4393
13.0,2020-07-31 00:00:00+05:30,242.3,242.3,242.3,242.3,8713
14.0,2020-08-03 00:00:00+05:30,230.15,230.15,230.15,230.15,3755
15.0,2020-08-04 00:00:00+05:30,218.7,241.65,218.7,241.65,774269
16.0,2020-08-05 00:00:00+05:30,253.7,253.7,253.7,253.7,32430
17.0,2020-08-06 00:00:00+05:30,266.35,266.35,266.35,266.35,58945
18.0,2020-08-07 00:00:00+05:30,279.65,279.65,279.65,279.65,2091
19.0,2020-08-10 00:00:00+05:30,293.65,293.65,293.65,293.65,34868
20.0,2020-08-11 00:00:00+05:30,308.3,308.3,308.3,308.3,4947
21.0,2020-08-12 00:00:00+05:30,323.7,323.7,323.7,323.7,2730
22.0,2020-08-13 00:00:00+05:30,339.85,339.85,339.85,339.85,265294
23.0,2020-08-14 00:00:00+05:30,356.85,356.85,356.85,356.85,128480
24.0,2020-08-17 00:00:00+05:30,374.7,374.7,374.7,374.7,5515
25.0,2020-08-18 00:00:00+05:30,393.4,393.4,393.4,393.4,16509
26.0,2020-08-19 00:00:00+05:30,413.05,413.05,413.05,413.05,23744
27.0,2020-08-20 00:00:00+05:30,433.65,433.65,433.65,433.65,7843
28.0,2020-08-21 00:00:00+05:30,455.3,455.3,455.3,455.3,1652
29.0,2020-08-24 00:00:00+05:30,478.05,478.05,478.05,478.05,8238
30.0,2020-08-25 00:00:00+05:30,501.95,501.95,454.2,501.95,360017
31.0,2020-08-26 00:00:00+05:30,516.0,527.0,502.2,527.0,53329
32.0,2020-08-27 00:00:00+05:30,553.35,553.35,553.35,553.35,51179
33.0,2020-08-28 00:00:00+05:30,580.95,580.95,525.75,552.75,209347
34.0,2020-08-31 00:00:00+05:30,561.15,561.15,525.15,525.15,43154
35.0,2020-09-01 00:00:00+05:30,498.9,498.9,498.9,498.9,5761
36.0,2020-09-02 00:00:00+05:30,474.0,474.0,474.0,474.0,10644
37.0,2020-09-03 00:00:00+05:30,458.15,497.65,450.3,497.65,89821
38.0,2020-09-04 00:00:00+05:30,496.3,522.55,474.6,522.55,43450
39.0,2020-09-07 00:00:00+05:30,548.6,548.6,526.8,548.6,60383
40.0,2020-09-08 00:00:00+05:30,570.85,570.85,521.2,525.2,52483
41.0,2020-09-09 00:00:00+05:30,504.9,521.9,498.95,513.6,39076
42.0,2020-09-10 00:00:00+05:30,513.6,536.65,502.2,517.7,33460
43.0,2020-09-11 00:00:00+05:30,529.7,532.65,512.05,526.65,12120
44.0,2020-09-14 00:00:00+05:30,531.25,541.6,521.9,529.8,25378
45.0,2020-09-15 00:00:00+05:30,540.6,540.6,527.8,530.9,14423
46.0,2020-09-16 00:00:00+05:30,537.65,541.6,516.95,526.1,19797
47.0,2020-09-17 00:00:00+05:30,526.1,531.7,514.0,518.1,9875
48.0,2020-09-18 00:00:00+05:30,523.7,523.85,494.3,500.4,21851
49.0,2020-09-21 00:00:00+05:30,500.4,519.9,495.3,499.6,17237
50.0,2020-09-22 00:00:00+05:30,502.15,502.15,474.6,496.55,12237
