Unnamed: 0,date,open,high,low,close,volume
0.0,2020-09-29 00:00:00+05:30,5.4,5.6,5.05,5.05,9780
1.0,2020-09-30 00:00:00+05:30,5.1,5.3,4.85,5.2,4910
2.0,2020-10-01 00:00:00+05:30,5.2,5.2,4.95,5.05,12300
3.0,2020-10-05 00:00:00+05:30,5.3,5.3,5.0,5.25,80390
4.0,2020-10-06 00:00:00+05:30,5.25,5.3,5.1,5.25,496610
5.0,2020-10-07 00:00:00+05:30,5.3,5.45,5.1,5.25,613460
6.0,2020-10-08 00:00:00+05:30,5.3,5.3,5.2,5.25,529110
7.0,2020-10-09 00:00:00+05:30,5.25,5.4,5.2,5.2,300870
8.0,2020-10-12 00:00:00+05:30,5.3,5.4,5.1,5.2,574280
9.0,2020-10-13 00:00:00+05:30,5.45,5.45,5.1,5.3,575410
10.0,2020-10-14 00:00:00+05:30,5.4,5.4,5.1,5.25,529990
11.0,2020-10-15 00:00:00+05:30,5.25,5.3,5.15,5.3,424280
12.0,2020-10-16 00:00:00+05:30,5.3,5.3,5.15,5.25,386400
13.0,2020-10-19 00:00:00+05:30,5.3,5.35,5.2,5.3,540170
14.0,2020-10-20 00:00:00+05:30,5.3,5.55,5.15,5.3,432480
15.0,2020-10-21 00:00:00+05:30,5.3,5.4,5.2,5.35,382770
16.0,2020-10-22 00:00:00+05:30,5.25,5.4,5.2,5.35,470370
17.0,2020-10-23 00:00:00+05:30,5.3,5.35,5.25,5.3,383020
18.0,2020-10-26 00:00:00+05:30,5.3,5.3,5.15,5.25,338580
19.0,2020-10-27 00:00:00+05:30,5.2,5.3,5.15,5.2,469870
20.0,2020-10-28 00:00:00+05:30,5.2,5.2,5.15,5.15,374030
21.0,2020-10-29 00:00:00+05:30,5.2,5.25,5.1,5.15,498840
22.0,2020-10-30 00:00:00+05:30,5.15,5.15,5.05,5.1,509370
23.0,2020-11-02 00:00:00+05:30,5.1,5.35,5.05,5.25,295250
24.0,2020-11-03 00:00:00+05:30,5.25,5.35,5.15,5.3,1062810
25.0,2020-11-04 00:00:00+05:30,5.3,5.55,5.25,5.4,624130
26.0,2020-11-05 00:00:00+05:30,5.4,5.5,5.3,5.3,369490
27.0,2020-11-06 00:00:00+05:30,5.3,5.45,5.3,5.3,364300
28.0,2020-11-09 00:00:00+05:30,5.3,5.4,5.25,5.3,331310
29.0,2020-11-10 00:00:00+05:30,5.3,5.35,5.25,5.3,402870
30.0,2020-11-11 00:00:00+05:30,5.35,5.4,5.25,5.35,394890
31.0,2020-11-12 00:00:00+05:30,5.3,5.4,5.25,5.3,265330
32.0,2020-11-13 00:00:00+05:30,5.4,5.4,5.25,5.3,283660
33.0,2020-11-14 00:00:00+05:30,5.5,5.5,5.3,5.3,48060
34.0,2020-11-17 00:00:00+05:30,5.3,5.4,5.3,5.35,153840
