Unnamed: 0,date,open,high,low,close,volume
0.0,2003-01-27 00:00:00+05:30,55.2,55.2,52.4,53.56,50589
1.0,2003-01-28 00:00:00+05:30,58.38,58.38,52.87,54.01,48819
2.0,2003-01-29 00:00:00+05:30,53.5,54.85,53.2,53.2,15809
3.0,2003-01-30 00:00:00+05:30,53.0,54.0,51.6,52.92,63924
4.0,2003-01-31 00:00:00+05:30,54.74,56.3,53.07,55.82,477484
5.0,2003-02-03 00:00:00+05:30,55.8,57.62,55.8,57.35,169949
6.0,2003-02-04 00:00:00+05:30,58.35,58.35,56.88,57.92,171374
7.0,2003-02-05 00:00:00+05:30,57.21,61.88,57.21,59.94,428319
8.0,2003-02-06 00:00:00+05:30,59.02,61.67,59.02,61.0,782099
9.0,2003-02-07 00:00:00+05:30,60.4,61.54,60.4,60.94,319984
10.0,2003-02-10 00:00:00+05:30,62.58,62.79,60.9,61.79,420169
11.0,2003-02-11 00:00:00+05:30,61.62,62.8,61.04,61.39,226489
12.0,2003-02-12 00:00:00+05:30,59.7,61.6,59.7,60.05,127239
13.0,2003-02-14 00:00:00+05:30,60.0,60.3,58.0,58.93,152004
14.0,2003-02-17 00:00:00+05:30,64.94,64.94,60.2,62.44,501739
15.0,2003-02-18 00:00:00+05:30,62.8,66.0,62.8,64.38,786189
16.0,2003-02-19 00:00:00+05:30,65.0,65.8,64.0,64.81,304114
17.0,2003-02-20 00:00:00+05:30,65.7,66.7,63.2,64.06,237624
18.0,2003-02-21 00:00:00+05:30,64.0,64.76,60.0,64.32,245974
19.0,2003-02-24 00:00:00+05:30,65.58,65.97,64.22,64.84,177124
20.0,2003-02-25 00:00:00+05:30,62.42,64.8,62.42,63.98,181874
21.0,2003-02-26 00:00:00+05:30,64.2,66.0,63.15,64.59,246589
22.0,2003-02-27 00:00:00+05:30,62.62,65.0,62.62,64.69,385069
23.0,2003-02-28 00:00:00+05:30,65.0,65.59,59.28,63.48,857774
24.0,2003-03-03 00:00:00+05:30,64.0,64.8,60.8,61.31,126099
25.0,2003-03-04 00:00:00+05:30,61.8,61.8,61.0,61.69,119714
26.0,2003-03-05 00:00:00+05:30,61.8,61.8,60.01,60.72,114604
27.0,2003-03-06 00:00:00+05:30,60.0,62.2,60.0,61.05,99559
28.0,2003-03-07 00:00:00+05:30,60.96,60.96,59.8,60.46,64059
29.0,2003-03-10 00:00:00+05:30,61.34,61.34,58.2,59.18,70789
30.0,2003-03-11 00:00:00+05:30,60.0,60.74,58.4,58.81,80679
31.0,2003-03-12 00:00:00+05:30,59.78,59.78,57.66,58.33,97304
32.0,2003-03-13 00:00:00+05:30,57.24,59.98,56.83,58.93,52494
33.0,2003-03-17 00:00:00+05:30,56.83,59.93,56.83,59.28,61834
0.0,2003-03-19 00:00:00+05:30,59.8,60.0,57.0,57.9,78739
1.0,2003-03-20 00:00:00+05:30,58.0,60.64,57.1,59.87,108239
2.0,2003-03-21 00:00:00+05:30,58.8,60.18,58.8,59.55,66594
3.0,2003-03-24 00:00:00+05:30,60.4,61.38,60.2,60.66,83269
4.0,2003-03-25 00:00:00+05:30,59.24,60.79,59.2,60.65,35799
5.0,2003-03-26 00:00:00+05:30,59.65,61.0,59.49,60.67,58479
6.0,2003-03-27 00:00:00+05:30,60.5,60.53,57.0,58.89,76134
7.0,2003-03-28 00:00:00+05:30,58.02,60.0,58.02,59.11,54659
8.0,2003-03-31 00:00:00+05:30,59.9,60.0,56.0,57.25,98929
9.0,2003-04-01 00:00:00+05:30,58.98,58.98,57.3,58.57,47614
10.0,2003-04-02 00:00:00+05:30,58.84,59.6,58.8,59.26,29034
11.0,2003-04-03 00:00:00+05:30,60.0,63.2,60.0,61.37,193349
12.0,2003-04-04 00:00:00+05:30,61.4,61.94,60.82,61.42,158739
13.0,2003-04-07 00:00:00+05:30,62.0,62.0,61.41,61.8,78734
14.0,2003-04-08 00:00:00+05:30,61.8,62.0,61.4,61.89,51759
15.0,2003-04-09 00:00:00+05:30,61.8,62.0,61.42,61.57,27649
16.0,2003-04-10 00:00:00+05:30,61.8,65.95,61.3,62.9,492729
17.0,2003-04-11 00:00:00+05:30,63.0,64.6,60.8,61.11,237694
18.0,2003-04-15 00:00:00+05:30,61.0,63.44,61.0,62.48,51074
19.0,2003-04-16 00:00:00+05:30,62.78,62.79,61.0,61.28,34139
20.0,2003-04-17 00:00:00+05:30,67.0,67.0,61.26,61.77,56839
21.0,2003-04-21 00:00:00+05:30,61.6,63.0,60.4,62.9,112414
22.0,2003-04-22 00:00:00+05:30,62.63,62.99,61.5,62.69,45834
23.0,2003-04-23 00:00:00+05:30,63.02,63.4,61.65,62.09,29124
24.0,2003-04-24 00:00:00+05:30,61.4,62.56,58.0,60.14,109034
25.0,2003-04-25 00:00:00+05:30,60.4,61.8,60.4,61.46,123884
26.0,2003-04-28 00:00:00+05:30,61.96,62.2,61.26,61.86,48859
27.0,2003-04-29 00:00:00+05:30,62.2,62.2,61.48,61.6,27224
28.0,2003-04-30 00:00:00+05:30,60.0,63.2,60.0,61.65,86314
29.0,2003-05-02 00:00:00+05:30,61.8,62.6,61.6,62.07,67854
30.0,2003-05-05 00:00:00+05:30,63.0,64.37,61.84,63.46,164309
31.0,2003-05-06 00:00:00+05:30,63.64,64.85,63.64,64.21,178584
32.0,2003-05-07 00:00:00+05:30,61.2,64.45,61.2,63.78,113789
33.0,2003-05-08 00:00:00+05:30,63.2,63.41,62.04,62.8,64039
34.0,2003-05-09 00:00:00+05:30,60.6,64.0,60.6,62.63,103224
35.0,2003-05-12 00:00:00+05:30,62.2,64.5,62.2,63.83,99654
36.0,2003-05-13 00:00:00+05:30,64.9,64.96,63.6,63.99,120134
37.0,2003-05-14 00:00:00+05:30,64.68,64.68,63.6,63.85,102989
38.0,2003-05-15 00:00:00+05:30,64.4,65.6,63.62,64.58,203649
39.0,2003-05-16 00:00:00+05:30,66.2,68.3,65.8,67.89,270089
40.0,2003-05-19 00:00:00+05:30,68.01,70.74,66.82,67.6,307264
41.0,2003-05-20 00:00:00+05:30,66.6,67.76,66.45,67.16,77764
42.0,2003-05-21 00:00:00+05:30,68.76,68.76,66.2,66.42,352599
43.0,2003-05-22 00:00:00+05:30,66.4,67.98,62.6,67.06,117549
44.0,2003-05-23 00:00:00+05:30,68.5,68.5,67.0,67.25,121004
45.0,2003-05-26 00:00:00+05:30,67.61,68.38,66.21,67.54,144029
46.0,2003-05-27 00:00:00+05:30,68.2,69.6,67.62,68.01,175079
47.0,2003-05-28 00:00:00+05:30,68.06,68.6,67.6,67.95,71139
48.0,2003-05-29 00:00:00+05:30,67.4,68.6,67.4,68.34,156634
49.0,2003-05-30 00:00:00+05:30,68.39,68.8,67.9,68.52,155154
50.0,2003-06-02 00:00:00+05:30,67.24,70.0,67.24,68.12,205419
51.0,2003-06-03 00:00:00+05:30,67.31,68.74,67.0,67.28,76239
52.0,2003-06-04 00:00:00+05:30,67.12,68.2,67.0,67.85,58079
53.0,2003-06-05 00:00:00+05:30,67.98,69.4,67.31,68.99,137129
54.0,2003-06-06 00:00:00+05:30,69.99,70.76,68.42,69.08,178534
55.0,2003-06-09 00:00:00+05:30,69.0,72.39,68.4,71.21,420884
56.0,2003-06-10 00:00:00+05:30,70.4,72.18,70.4,71.85,162339
57.0,2003-06-11 00:00:00+05:30,73.34,78.84,71.8,75.86,1248044
58.0,2003-06-12 00:00:00+05:30,77.6,77.6,74.41,74.78,485964
59.0,2003-06-13 00:00:00+05:30,75.6,75.8,72.4,73.24,169654
60.0,2003-06-16 00:00:00+05:30,73.6,75.6,73.58,75.26,151109
61.0,2003-06-17 00:00:00+05:30,75.0,77.2,75.0,76.0,279424
62.0,2003-06-18 00:00:00+05:30,76.4,77.6,69.16,74.03,292074
63.0,2003-06-19 00:00:00+05:30,74.4,75.4,72.51,73.17,209344
64.0,2003-06-20 00:00:00+05:30,74.2,74.54,73.6,74.36,107264
65.0,2003-06-23 00:00:00+05:30,73.8,74.98,72.7,73.4,113969
66.0,2003-06-24 00:00:00+05:30,72.8,74.64,68.2,69.65,378259
67.0,2003-06-25 00:00:00+05:30,70.4,75.79,70.4,73.58,577649
68.0,2003-06-26 00:00:00+05:30,74.25,75.0,73.01,74.8,240809
1.0,2003-06-27 00:00:00+05:30,75.8,75.8,73.73,74.28,82559
2.0,2003-06-30 00:00:00+05:30,75.58,75.58,70.6,74.19,107084
3.0,2003-07-01 00:00:00+05:30,74.5,76.0,73.2,75.39,285619
4.0,2003-07-02 00:00:00+05:30,76.4,78.9,76.4,77.6,443694
5.0,2003-07-03 00:00:00+05:30,78.78,79.19,75.26,76.1,158314
6.0,2003-07-04 00:00:00+05:30,77.38,78.4,76.0,76.31,122114
7.0,2003-07-07 00:00:00+05:30,76.6,77.58,75.8,76.51,133414
8.0,2003-07-08 00:00:00+05:30,76.62,76.62,75.6,76.0,542869
9.0,2003-07-09 00:00:00+05:30,75.16,76.78,74.44,75.01,54764
10.0,2003-07-10 00:00:00+05:30,75.78,75.99,73.1,74.23,122119
11.0,2003-07-11 00:00:00+05:30,74.41,75.98,73.2,73.74,158244
12.0,2003-07-14 00:00:00+05:30,75.15,75.56,73.83,74.18,56879
13.0,2003-07-15 00:00:00+05:30,74.6,74.6,66.02,73.33,47224
14.0,2003-07-16 00:00:00+05:30,73.6,74.39,73.4,73.85,81944
15.0,2003-07-17 00:00:00+05:30,73.4,74.4,71.2,72.19,71149
16.0,2003-07-18 00:00:00+05:30,64.0,74.8,64.0,73.98,132104
17.0,2003-07-21 00:00:00+05:30,74.7,74.73,71.65,72.41,92694
18.0,2003-07-22 00:00:00+05:30,74.8,74.8,71.6,73.08,300319
19.0,2003-07-23 00:00:00+05:30,73.6,74.8,72.9,74.43,143544
20.0,2003-07-24 00:00:00+05:30,74.8,76.0,73.6,73.91,182299
21.0,2003-07-25 00:00:00+05:30,74.2,75.0,73.4,74.01,190984
22.0,2003-07-28 00:00:00+05:30,73.7,79.4,73.7,78.55,467054
23.0,2003-07-29 00:00:00+05:30,79.4,80.0,76.0,76.52,236434
24.0,2003-07-30 00:00:00+05:30,78.38,78.38,76.4,76.86,78439
25.0,2003-07-31 00:00:00+05:30,78.2,78.4,75.4,75.9,205834
